535,"(42, 5)"
403,"(50, 10)"
330,"(22, 5)"
326,"(12, 42)"
302,"(29, 26)"
294,"(42, 20)"
285,"(42, 29)"
261,"(42, 15)"
249,"(15, 12)"
231,"(15, 5)"
225,"(12, 18)"
223,"(7, 42)"
218,"(16, 5)"
211,"(45, 49)"
202,"(20, 42)"
199,"(42, 21)"
199,"(2, 5)"
191,"(42, 40)"
188,"(42, 12)"
171,"(42, 18)"
171,"(10, 5)"
170,"(45, 42)"
169,"(16, 43)"
169,"(15, 49)"
168,"(42, 31)"
165,"(12, 15)"
165,"(7, 16)"
162,"(7, 15)"
161,"(16, 42)"
159,"(25, 42)"
157,"(29, 42)"
142,"(10, 31)"
138,"(15, 42)"
135,"(42, 33)"
130,"(38, 10)"
130,"(10, 37)"
129,"(42, 7)"
128,"(7, 5)"
127,"(21, 42)"
126,"(50, 5)"
117,"(42, 28)"
117,"(18, 21)"
116,"(20, 5)"
115,"(43, 16)"
115,"(10, 42)"
108,"(42, 26)"
107,"(42, 16)"
104,"(37, 10)"
102,"(42, 25)"
99,"(8, 42)"
94,"(10, 32)"
93,"(49, 5)"
93,"(22, 18)"
92,"(15, 28)"
91,"(10, 41)"
90,"(8, 18)"
89,"(31, 5)"
89,"(22, 42)"
85,"(20, 29)"
83,"(10, 38)"
82,"(38, 42)"
80,"(42, 41)"
79,"(33, 42)"
79,"(15, 7)"
78,"(38, 5)"
77,"(28, 5)"
76,"(42, 43)"
76,"(25, 18)"
76,"(15, 26)"
75,"(16, 7)"
75,"(5, 28)"
74,"(16, 18)"
74,"(5, 10)"
73,"(16, 28)"
71,"(21, 5)"
70,"(20, 25)"
70,"(15, 18)"
69,"(28, 18)"
69,"(12, 26)"
69,"(10, 15)"
68,"(49, 42)"
67,"(30, 42)"
67,"(22, 50)"
67,"(12, 31)"
66,"(12, 5)"
66,"(2, 42)"
65,"(6, 42)"
63,"(42, 10)"
63,"(29, 5)"
62,"(29, 20)"
61,"(42, 8)"
61,"(2, 29)"
60,"(22, 7)"
59,"(22, 31)"
58,"(22, 8)"
57,"(21, 15)"
57,"(18, 28)"
56,"(30, 5)"
55,"(49, 15)"
54,"(42, 45)"
54,"(19, 7)"
53,"(25, 5)"
53,"(21, 18)"
53,"(10, 22)"
52,"(14, 10)"
51,"(23, 42)"
51,"(16, 15)"
51,"(15, 20)"
50,"(50, 18)"
50,"(20, 10)"
49,"(26, 5)"
48,"(5, 42)"
47,"(26, 31)"
47,"(10, 40)"
47,"(2, 31)"
46,"(16, 31)"
46,"(7, 18)"
45,"(25, 20)"
45,"(18, 5)"
45,"(16, 40)"
45,"(10, 20)"
44,"(43, 42)"
44,"(33, 16)"
44,"(33, 14)"
44,"(22, 19)"
44,"(21, 7)"
44,"(16, 26)"
43,"(33, 5)"
43,"(30, 43)"
43,"(18, 8)"
43,"(5, 31)"
42,"(47, 17)"
42,"(45, 26)"
42,"(26, 42)"
42,"(18, 49)"
41,"(25, 43)"
41,"(25, 28)"
41,"(22, 28)"
40,"(38, 28)"
40,"(18, 42)"
40,"(15, 31)"
40,"(5, 18)"
39,"(50, 42)"
39,"(42, 49)"
39,"(42, 2)"
39,"(41, 5)"
39,"(30, 33)"
39,"(23, 49)"
39,"(7, 19)"
38,"(43, 15)"
38,"(25, 40)"
38,"(15, 41)"
38,"(10, 50)"
37,"(50, 14)"
37,"(49, 23)"
37,"(42, 22)"
37,"(29, 15)"
37,"(18, 10)"
37,"(7, 21)"
37,"(3, 5)"
37,"(2, 26)"
36,"(50, 31)"
36,"(49, 31)"
36,"(33, 46)"
36,"(20, 26)"
36,"(16, 30)"
36,"(6, 8)"
35,"(36, 26)"
35,"(26, 28)"
35,"(15, 21)"
34,"(26, 15)"
34,"(7, 28)"
34,"(7, 26)"
33,"(18, 15)"
33,"(10, 30)"
32,"(49, 18)"
32,"(40, 41)"
32,"(39, 18)"
32,"(38, 31)"
32,"(19, 28)"
32,"(6, 49)"
31,"(41, 10)"
31,"(31, 18)"
31,"(21, 28)"
31,"(20, 15)"
31,"(19, 15)"
31,"(8, 22)"
31,"(7, 12)"
30,"(50, 22)"
30,"(43, 48)"
30,"(30, 26)"
30,"(19, 18)"
30,"(12, 28)"
30,"(12, 7)"
30,"(2, 40)"
29,"(48, 26)"
29,"(44, 5)"
29,"(26, 18)"
29,"(22, 41)"
29,"(19, 5)"
29,"(16, 33)"
29,"(5, 29)"
28,"(48, 28)"
28,"(44, 40)"
28,"(42, 50)"
28,"(42, 38)"
28,"(40, 42)"
28,"(38, 32)"
28,"(28, 11)"
28,"(16, 46)"
28,"(12, 22)"
28,"(11, 28)"
28,"(10, 18)"
28,"(7, 31)"
27,"(43, 30)"
27,"(33, 43)"
27,"(22, 2)"
27,"(8, 28)"
27,"(5, 37)"
26,"(45, 5)"
26,"(42, 30)"
26,"(41, 31)"
26,"(40, 31)"
26,"(26, 12)"
26,"(12, 2)"
26,"(7, 25)"
26,"(5, 38)"
25,"(42, 37)"
25,"(28, 31)"
25,"(20, 18)"
25,"(15, 29)"
24,"(49, 45)"
24,"(46, 26)"
24,"(31, 26)"
24,"(19, 26)"
24,"(7, 29)"
24,"(6, 5)"
23,"(31, 28)"
23,"(25, 31)"
23,"(20, 41)"
23,"(15, 2)"
22,"(40, 5)"
22,"(39, 5)"
22,"(29, 28)"
22,"(22, 26)"
22,"(22, 12)"
22,"(20, 40)"
22,"(16, 22)"
22,"(15, 10)"
22,"(6, 41)"
21,"(49, 28)"
21,"(29, 41)"
21,"(25, 16)"
21,"(22, 15)"
21,"(22, 10)"
21,"(20, 31)"
21,"(19, 31)"
21,"(6, 46)"
20,"(48, 30)"
20,"(44, 31)"
20,"(41, 15)"
20,"(31, 40)"
20,"(24, 42)"
19,"(49, 26)"
19,"(47, 18)"
19,"(46, 5)"
19,"(43, 31)"
19,"(26, 29)"
19,"(25, 41)"
19,"(20, 28)"
19,"(16, 41)"
19,"(15, 16)"
19,"(10, 28)"
19,"(6, 50)"
18,"(49, 40)"
18,"(49, 21)"
18,"(46, 16)"
18,"(31, 15)"
18,"(30, 15)"
18,"(26, 10)"
18,"(18, 31)"
18,"(15, 19)"
17,"(50, 32)"
17,"(49, 46)"
17,"(43, 33)"
17,"(41, 40)"
17,"(38, 15)"
17,"(32, 10)"
17,"(31, 12)"
17,"(26, 16)"
16,"(44, 15)"
16,"(41, 28)"
16,"(38, 40)"
16,"(36, 5)"
16,"(29, 45)"
16,"(28, 15)"
16,"(22, 44)"
16,"(18, 39)"
16,"(16, 25)"
16,"(2, 39)"
15,"(48, 42)"
15,"(48, 22)"
15,"(47, 5)"
15,"(45, 28)"
15,"(43, 25)"
15,"(31, 41)"
15,"(30, 16)"
15,"(26, 19)"
15,"(22, 29)"
15,"(15, 47)"
15,"(8, 20)"
15,"(8, 5)"
15,"(7, 20)"
15,"(6, 31)"
15,"(6, 19)"
15,"(6, 15)"
15,"(5, 50)"
15,"(5, 41)"
15,"(5, 26)"
15,"(2, 15)"
14,"(50, 28)"
14,"(42, 44)"
14,"(40, 16)"
14,"(38, 41)"
14,"(29, 31)"
14,"(22, 20)"
14,"(18, 22)"
14,"(18, 12)"
14,"(15, 22)"
14,"(7, 8)"
14,"(5, 22)"
13,"(48, 16)"
13,"(43, 5)"
13,"(33, 15)"
13,"(31, 16)"
13,"(28, 41)"
13,"(26, 38)"
13,"(24, 38)"
13,"(19, 22)"
13,"(18, 50)"
13,"(15, 43)"
13,"(15, 35)"
13,"(12, 41)"
13,"(8, 38)"
13,"(6, 18)"
13,"(5, 33)"
13,"(5, 2)"
12,"(49, 41)"
12,"(46, 15)"
12,"(40, 44)"
12,"(37, 5)"
12,"(33, 26)"
12,"(31, 42)"
12,"(29, 18)"
12,"(28, 21)"
12,"(26, 2)"
12,"(20, 16)"
12,"(19, 46)"
12,"(19, 21)"
12,"(8, 50)"
12,"(5, 12)"
11,"(50, 41)"
11,"(47, 15)"
11,"(45, 43)"
11,"(42, 6)"
11,"(40, 18)"
11,"(40, 15)"
11,"(38, 29)"
11,"(35, 5)"
11,"(26, 30)"
11,"(25, 7)"
11,"(24, 10)"
11,"(23, 40)"
11,"(22, 21)"
11,"(18, 17)"
11,"(16, 19)"
11,"(15, 8)"
11,"(14, 37)"
11,"(7, 40)"
11,"(7, 22)"
11,"(2, 41)"
11,"(2, 22)"
10,"(46, 49)"
10,"(46, 33)"
10,"(43, 7)"
10,"(40, 7)"
10,"(37, 22)"
10,"(33, 31)"
10,"(31, 7)"
10,"(29, 7)"
10,"(26, 37)"
10,"(26, 20)"
10,"(25, 26)"
10,"(24, 5)"
10,"(23, 16)"
10,"(21, 25)"
10,"(20, 47)"
10,"(18, 46)"
10,"(15, 40)"
10,"(15, 11)"
10,"(10, 14)"
10,"(10, 8)"
10,"(5, 32)"
10,"(5, 20)"
10,"(5, 16)"
10,"(2, 28)"
10,"(2, 20)"
9,"(49, 33)"
9,"(49, 19)"
9,"(46, 18)"
9,"(42, 19)"
9,"(40, 10)"
9,"(38, 37)"
9,"(37, 32)"
9,"(32, 5)"
9,"(31, 19)"
9,"(30, 31)"
9,"(29, 25)"
9,"(29, 8)"
9,"(23, 31)"
9,"(21, 26)"
9,"(19, 41)"
9,"(18, 19)"
9,"(15, 44)"
9,"(14, 42)"
9,"(12, 50)"
9,"(12, 29)"
9,"(12, 25)"
9,"(12, 11)"
9,"(10, 36)"
9,"(8, 6)"
9,"(6, 22)"
9,"(5, 3)"
9,"(3, 38)"
9,"(2, 38)"
9,"(2, 18)"
8,"(50, 15)"
8,"(48, 20)"
8,"(46, 8)"
8,"(42, 46)"
8,"(42, 39)"
8,"(42, 23)"
8,"(40, 26)"
8,"(39, 29)"
8,"(35, 42)"
8,"(33, 41)"
8,"(32, 37)"
8,"(30, 28)"
8,"(29, 43)"
8,"(26, 11)"
8,"(25, 15)"
8,"(23, 28)"
8,"(20, 43)"
8,"(20, 22)"
8,"(19, 29)"
8,"(17, 47)"
8,"(14, 5)"
8,"(11, 18)"
8,"(10, 44)"
8,"(10, 21)"
8,"(8, 31)"
8,"(8, 7)"
8,"(5, 45)"
8,"(5, 15)"
8,"(2, 17)"
7,"(46, 21)"
7,"(43, 18)"
7,"(40, 22)"
7,"(39, 49)"
7,"(38, 18)"
7,"(38, 2)"
7,"(37, 42)"
7,"(36, 10)"
7,"(33, 40)"
7,"(33, 18)"
7,"(28, 49)"
7,"(28, 32)"
7,"(28, 7)"
7,"(28, 3)"
7,"(27, 18)"
7,"(26, 49)"
7,"(26, 43)"
7,"(26, 25)"
7,"(25, 30)"
7,"(22, 46)"
7,"(20, 21)"
7,"(20, 12)"
7,"(20, 7)"
7,"(19, 50)"
7,"(17, 18)"
7,"(16, 48)"
7,"(16, 21)"
7,"(15, 17)"
7,"(11, 49)"
7,"(10, 25)"
7,"(10, 16)"
7,"(8, 29)"
7,"(7, 50)"
7,"(6, 10)"
7,"(5, 39)"
7,"(5, 9)"
6,"(50, 40)"
6,"(50, 37)"
6,"(45, 15)"
6,"(45, 2)"
6,"(44, 39)"
6,"(43, 26)"
6,"(38, 14)"
6,"(33, 28)"
6,"(33, 10)"
6,"(31, 50)"
6,"(31, 44)"
6,"(29, 21)"
6,"(29, 19)"
6,"(28, 35)"
6,"(26, 7)"
6,"(24, 41)"
6,"(23, 5)"
6,"(22, 49)"
6,"(22, 40)"
6,"(22, 16)"
6,"(21, 41)"
6,"(21, 31)"
6,"(20, 14)"
6,"(18, 29)"
6,"(18, 3)"
6,"(18, 2)"
6,"(17, 5)"
6,"(15, 38)"
6,"(14, 33)"
6,"(14, 31)"
6,"(12, 40)"
6,"(8, 49)"
6,"(7, 41)"
6,"(7, 2)"
6,"(5, 19)"
6,"(2, 44)"
5,"(50, 8)"
5,"(50, 6)"
5,"(49, 29)"
5,"(49, 22)"
5,"(49, 8)"
5,"(49, 1)"
5,"(48, 31)"
5,"(48, 21)"
5,"(48, 18)"
5,"(47, 28)"
5,"(47, 20)"
5,"(46, 10)"
5,"(46, 7)"
5,"(43, 41)"
5,"(43, 10)"
5,"(41, 50)"
5,"(41, 18)"
5,"(39, 44)"
5,"(39, 15)"
5,"(36, 40)"
5,"(35, 30)"
5,"(35, 7)"
5,"(33, 30)"
5,"(31, 49)"
5,"(31, 30)"
5,"(31, 25)"
5,"(31, 22)"
5,"(30, 48)"
5,"(30, 46)"
5,"(29, 49)"
5,"(28, 46)"
5,"(28, 22)"
5,"(28, 12)"
5,"(26, 50)"
5,"(26, 27)"
5,"(26, 22)"
5,"(26, 8)"
5,"(25, 2)"
5,"(23, 25)"
5,"(23, 15)"
5,"(21, 47)"
5,"(21, 22)"
5,"(19, 49)"
5,"(19, 42)"
5,"(19, 6)"
5,"(18, 16)"
5,"(18, 14)"
5,"(17, 15)"
5,"(15, 46)"
5,"(14, 20)"
5,"(12, 43)"
5,"(12, 20)"
5,"(11, 15)"
5,"(11, 5)"
5,"(10, 49)"
5,"(10, 12)"
5,"(8, 41)"
5,"(8, 26)"
5,"(7, 13)"
5,"(6, 26)"
5,"(6, 14)"
5,"(6, 7)"
5,"(5, 44)"
5,"(5, 40)"
5,"(3, 28)"
4,"(50, 20)"
4,"(49, 14)"
4,"(49, 10)"
4,"(49, 6)"
4,"(47, 2)"
4,"(46, 47)"
4,"(46, 40)"
4,"(46, 28)"
4,"(46, 22)"
4,"(45, 16)"
4,"(42, 35)"
4,"(42, 13)"
4,"(41, 22)"
4,"(40, 25)"
4,"(40, 12)"
4,"(40, 2)"
4,"(38, 25)"
4,"(38, 12)"
4,"(37, 20)"
4,"(36, 31)"
4,"(36, 20)"
4,"(36, 18)"
4,"(35, 44)"
4,"(35, 28)"
4,"(35, 18)"
4,"(35, 15)"
4,"(33, 49)"
4,"(33, 44)"
4,"(33, 19)"
4,"(31, 10)"
4,"(31, 3)"
4,"(31, 2)"
4,"(30, 50)"
4,"(30, 29)"
4,"(29, 10)"
4,"(28, 42)"
4,"(28, 26)"
4,"(28, 17)"
4,"(28, 10)"
4,"(28, 8)"
4,"(28, 2)"
4,"(26, 48)"
4,"(26, 45)"
4,"(26, 41)"
4,"(23, 41)"
4,"(23, 20)"
4,"(22, 47)"
4,"(22, 37)"
4,"(22, 25)"
4,"(21, 50)"
4,"(21, 36)"
4,"(21, 35)"
4,"(20, 37)"
4,"(18, 47)"
4,"(18, 33)"
4,"(16, 49)"
4,"(16, 29)"
4,"(16, 14)"
4,"(16, 2)"
4,"(15, 50)"
4,"(15, 36)"
4,"(14, 46)"
4,"(14, 41)"
4,"(14, 40)"
4,"(13, 5)"
4,"(12, 19)"
4,"(12, 1)"
4,"(10, 46)"
4,"(10, 23)"
4,"(10, 2)"
4,"(8, 21)"
4,"(7, 48)"
4,"(7, 45)"
4,"(7, 38)"
4,"(6, 21)"
4,"(2, 45)"
4,"(2, 8)"
3,"(50, 46)"
3,"(50, 12)"
3,"(50, 7)"
3,"(50, 2)"
3,"(49, 39)"
3,"(49, 16)"
3,"(49, 12)"
3,"(49, 7)"
3,"(48, 29)"
3,"(48, 19)"
3,"(48, 8)"
3,"(46, 31)"
3,"(46, 19)"
3,"(46, 14)"
3,"(46, 2)"
3,"(45, 41)"
3,"(45, 31)"
3,"(45, 11)"
3,"(43, 40)"
3,"(42, 48)"
3,"(42, 32)"
3,"(42, 3)"
3,"(41, 46)"
3,"(41, 29)"
3,"(41, 7)"
3,"(40, 49)"
3,"(40, 47)"
3,"(40, 33)"
3,"(40, 20)"
3,"(39, 42)"
3,"(39, 28)"
3,"(39, 7)"
3,"(37, 7)"
3,"(35, 22)"
3,"(35, 21)"
3,"(33, 29)"
3,"(33, 25)"
3,"(31, 39)"
3,"(31, 38)"
3,"(31, 20)"
3,"(30, 44)"
3,"(30, 41)"
3,"(30, 18)"
3,"(30, 10)"
3,"(29, 22)"
3,"(29, 12)"
3,"(29, 11)"
3,"(28, 44)"
3,"(28, 40)"
3,"(28, 25)"
3,"(27, 28)"
3,"(26, 47)"
3,"(26, 3)"
3,"(25, 44)"
3,"(25, 12)"
3,"(24, 37)"
3,"(22, 3)"
3,"(20, 8)"
3,"(19, 17)"
3,"(19, 16)"
3,"(19, 8)"
3,"(18, 25)"
3,"(16, 44)"
3,"(16, 36)"
3,"(16, 23)"
3,"(16, 20)"
3,"(15, 25)"
3,"(14, 49)"
3,"(12, 48)"
3,"(10, 29)"
3,"(9, 5)"
3,"(8, 33)"
3,"(7, 49)"
3,"(7, 43)"
3,"(5, 25)"
3,"(5, 14)"
3,"(5, 13)"
3,"(5, 7)"
3,"(4, 5)"
3,"(3, 18)"
3,"(2, 37)"
3,"(2, 36)"
3,"(2, 7)"
3,"(2, 1)"
2,"(50, 26)"
2,"(48, 15)"
2,"(48, 12)"
2,"(47, 50)"
2,"(47, 42)"
2,"(47, 31)"
2,"(46, 43)"
2,"(46, 42)"
2,"(46, 6)"
2,"(45, 29)"
2,"(45, 18)"
2,"(45, 8)"
2,"(44, 41)"
2,"(44, 29)"
2,"(44, 1)"
2,"(43, 28)"
2,"(43, 23)"
2,"(43, 2)"
2,"(41, 47)"
2,"(41, 42)"
2,"(41, 26)"
2,"(41, 19)"
2,"(41, 16)"
2,"(41, 9)"
2,"(40, 23)"
2,"(39, 40)"
2,"(39, 31)"
2,"(39, 16)"
2,"(39, 3)"
2,"(39, 2)"
2,"(38, 44)"
2,"(38, 43)"
2,"(38, 26)"
2,"(37, 38)"
2,"(37, 31)"
2,"(37, 14)"
2,"(36, 44)"
2,"(36, 37)"
2,"(36, 17)"
2,"(36, 15)"
2,"(36, 4)"
2,"(36, 2)"
2,"(35, 41)"
2,"(35, 26)"
2,"(33, 21)"
2,"(33, 20)"
2,"(33, 2)"
2,"(32, 42)"
2,"(31, 43)"
2,"(31, 37)"
2,"(31, 29)"
2,"(30, 20)"
2,"(30, 1)"
2,"(29, 40)"
2,"(28, 50)"
2,"(28, 45)"
2,"(28, 43)"
2,"(28, 38)"
2,"(28, 16)"
2,"(27, 15)"
2,"(26, 46)"
2,"(26, 33)"
2,"(25, 48)"
2,"(25, 29)"
2,"(25, 9)"
2,"(24, 31)"
2,"(24, 19)"
2,"(23, 33)"
2,"(23, 2)"
2,"(22, 43)"
2,"(22, 39)"
2,"(22, 33)"
2,"(22, 9)"
2,"(21, 49)"
2,"(21, 19)"
2,"(21, 8)"
2,"(20, 44)"
2,"(20, 32)"
2,"(20, 19)"
2,"(20, 17)"
2,"(20, 2)"
2,"(19, 20)"
2,"(19, 12)"
2,"(18, 45)"
2,"(18, 41)"
2,"(18, 26)"
2,"(18, 24)"
2,"(17, 44)"
2,"(16, 10)"
2,"(14, 15)"
2,"(14, 2)"
2,"(12, 38)"
2,"(12, 21)"
2,"(11, 46)"
2,"(11, 38)"
2,"(11, 32)"
2,"(11, 20)"
2,"(11, 10)"
2,"(10, 43)"
2,"(10, 33)"
2,"(10, 26)"
2,"(10, 4)"
2,"(10, 3)"
2,"(10, 1)"
2,"(9, 28)"
2,"(8, 45)"
2,"(8, 40)"
2,"(8, 13)"
2,"(8, 10)"
2,"(8, 9)"
2,"(7, 47)"
2,"(7, 11)"
2,"(7, 10)"
2,"(6, 40)"
2,"(6, 16)"
2,"(6, 13)"
2,"(6, 2)"
2,"(5, 47)"
2,"(5, 46)"
2,"(5, 8)"
2,"(5, 4)"
2,"(1, 22)"
1,"(50, 47)"
1,"(50, 38)"
1,"(50, 29)"
1,"(50, 25)"
1,"(50, 19)"
1,"(49, 47)"
1,"(49, 43)"
1,"(49, 38)"
1,"(49, 35)"
1,"(49, 25)"
1,"(49, 17)"
1,"(49, 3)"
1,"(49, 2)"
1,"(48, 46)"
1,"(48, 41)"
1,"(48, 25)"
1,"(48, 7)"
1,"(47, 49)"
1,"(47, 33)"
1,"(47, 29)"
1,"(47, 26)"
1,"(47, 25)"
1,"(47, 7)"
1,"(46, 50)"
1,"(46, 41)"
1,"(46, 29)"
1,"(46, 11)"
1,"(46, 1)"
1,"(45, 48)"
1,"(45, 23)"
1,"(44, 50)"
1,"(44, 43)"
1,"(44, 10)"
1,"(44, 2)"
1,"(43, 49)"
1,"(43, 44)"
1,"(43, 39)"
1,"(43, 38)"
1,"(43, 29)"
1,"(43, 17)"
1,"(43, 12)"
1,"(42, 11)"
1,"(42, 1)"
1,"(41, 44)"
1,"(41, 35)"
1,"(41, 23)"
1,"(41, 21)"
1,"(41, 12)"
1,"(41, 6)"
1,"(40, 50)"
1,"(40, 43)"
1,"(40, 36)"
1,"(40, 28)"
1,"(40, 21)"
1,"(40, 19)"
1,"(40, 8)"
1,"(39, 20)"
1,"(39, 10)"
1,"(38, 50)"
1,"(38, 22)"
1,"(38, 21)"
1,"(38, 20)"
1,"(38, 7)"
1,"(38, 3)"
1,"(37, 1)"
1,"(36, 38)"
1,"(36, 35)"
1,"(36, 22)"
1,"(36, 16)"
1,"(36, 14)"
1,"(35, 50)"
1,"(35, 49)"
1,"(35, 19)"
1,"(35, 3)"
1,"(33, 50)"
1,"(33, 37)"
1,"(33, 23)"
1,"(33, 13)"
1,"(33, 11)"
1,"(33, 6)"
1,"(32, 31)"
1,"(32, 28)"
1,"(32, 1)"
1,"(31, 47)"
1,"(31, 45)"
1,"(31, 1)"
1,"(30, 19)"
1,"(30, 7)"
1,"(29, 47)"
1,"(29, 39)"
1,"(29, 30)"
1,"(29, 17)"
1,"(28, 47)"
1,"(28, 39)"
1,"(28, 19)"
1,"(28, 1)"
1,"(27, 47)"
1,"(26, 44)"
1,"(26, 40)"
1,"(26, 17)"
1,"(26, 14)"
1,"(25, 37)"
1,"(25, 36)"
1,"(25, 35)"
1,"(25, 33)"
1,"(25, 21)"
1,"(25, 19)"
1,"(25, 8)"
1,"(24, 33)"
1,"(24, 29)"
1,"(24, 16)"
1,"(23, 43)"
1,"(23, 21)"
1,"(23, 17)"
1,"(23, 10)"
1,"(23, 7)"
1,"(22, 13)"
1,"(22, 1)"
1,"(21, 39)"
1,"(21, 20)"
1,"(21, 6)"
1,"(21, 3)"
1,"(21, 1)"
1,"(20, 50)"
1,"(20, 48)"
1,"(20, 36)"
1,"(20, 11)"
1,"(20, 3)"
1,"(20, 1)"
1,"(19, 48)"
1,"(19, 45)"
1,"(19, 40)"
1,"(19, 33)"
1,"(19, 27)"
1,"(19, 3)"
1,"(19, 2)"
1,"(18, 40)"
1,"(18, 38)"
1,"(18, 37)"
1,"(18, 36)"
1,"(18, 20)"
1,"(17, 49)"
1,"(17, 37)"
1,"(17, 28)"
1,"(17, 26)"
1,"(17, 10)"
1,"(17, 2)"
1,"(16, 50)"
1,"(16, 45)"
1,"(16, 39)"
1,"(16, 12)"
1,"(16, 6)"
1,"(16, 1)"
1,"(15, 45)"
1,"(15, 39)"
1,"(15, 33)"
1,"(15, 30)"
1,"(15, 27)"
1,"(15, 23)"
1,"(15, 9)"
1,"(15, 1)"
1,"(14, 47)"
1,"(14, 36)"
1,"(14, 32)"
1,"(14, 28)"
1,"(14, 23)"
1,"(14, 6)"
1,"(13, 31)"
1,"(13, 18)"
1,"(12, 47)"
1,"(12, 45)"
1,"(12, 44)"
1,"(12, 39)"
1,"(12, 24)"
1,"(12, 16)"
1,"(11, 42)"
1,"(11, 31)"
1,"(11, 17)"
1,"(10, 47)"
1,"(10, 35)"
1,"(10, 24)"
1,"(10, 19)"
1,"(10, 9)"
1,"(10, 6)"
1,"(8, 46)"
1,"(8, 39)"
1,"(8, 25)"
1,"(8, 19)"
1,"(7, 44)"
1,"(7, 39)"
1,"(7, 33)"
1,"(7, 32)"
1,"(7, 1)"
1,"(6, 44)"
1,"(6, 33)"
1,"(6, 29)"
1,"(6, 28)"
1,"(6, 25)"
1,"(6, 1)"
1,"(5, 21)"
1,"(5, 6)"
1,"(4, 26)"
1,"(3, 31)"
1,"(2, 43)"
1,"(2, 25)"
1,"(2, 16)"
1,"(2, 12)"
1,"(2, 10)"
